intellij_action_id,intellij_action_class,category,capability,engine_api,swiftui_entry,status,success_path,failure_path,test_evidence,notes
Git.CreateNewBranch.FromCommit,git4idea.log.action.GitCreateNewBranchFromCommitAction,branch,从提交创建分支,branch_create(at) / branch_create_and_switch / branch_create_or_reset / validate_branch_name,LogGraphView.swift / CommitDetailView.swift: 从此提交建分支 -> commit 所属 root 的 New Branch dialog,verified-partial,日志与提交详情统一预填 commit 基点、建议名并支持 checkout；共享 IntelliJ Overwrite existing branch/reset 语义；共用提交前 ref-name/重复分支校验；dialog title 按提交短 hash 动态显示；aggregate Log 也按 commit.repositoryPath 路由单一目标 root；多 root repository picker 不适用于单提交 action,-,tests/branch_ops.rs::branch_create_rejects_invalid_and_existing_names_before_mutation + tests/branch_ops.rs::branch_create_or_reset_moves_existing_non_current_branch_without_checkout,root-scoped 行为已接入；Swift UI 专测仍缺
(GitCheckoutAction),git4idea.actions.ref.GitCheckoutAction,branch,检出分支 (未提交变更处理),switch_branch / smart_switch_branch / force_switch_branch / smart_checkout_detached / force_checkout_detached / smart_checkout_remote_branch / force_checkout_remote_branch / run_multi_root_checkout_with_policy,RebasedDialogs.swift + WorkspaceOperations.swift: 单 root checkout recovery、MultiRootBranchesPopover 与 MultiRootPanel,verified-partial,单 root 与多 root Smart Checkout 按 Settings 的 Shelve/Stash 保存 tracked/untracked/ignored 并保留 staged/unstaged 边界；Force/Cancel 保持显式语义；Shelf 冲突可重启后由项目级 resolver 完成或回滚,Branches Popup 已按 root 分组/过滤并可定向 checkout；Checkout and Update 阶段支持 normal checkout 补偿回滚；普通多 root checkout 部分成功按 IntelliJ 保留已成功 root，并提供 Rollback Successful Roots；provider 细节仍有差距,tests/branch_workspace.rs::smart_checkout_* + tests/multi_root.rs,本地/remote/tag/revision checkout 与 Git Roots 多 root 语义已统一；复合同步链在 update operation active 时保留 root 独立恢复状态
(GitCheckoutFromInputAction),git4idea.actions.branch.GitCheckoutFromInputAction,branch,按名称输入检出,switch_branch / smart_switch_branch / checkout_remote_branch / checkout_detached / run_multi_root_checkout,RebasedBranchesPopover + MultiRootBranchesPopover: Checkout Tag or Revision 输入入口,completed,输入 branch/tag/remote branch/commit 后按引用类型检出；dirty worktree 复用 Smart/Force/Cancel,-,tests/checkout.rs + tests/branch_workspace.rs::smart_checkout_* + tests/multi_root.rs::multi_root_checkout_*,已对齐 IntelliJ GitRefDialog；列表中未显示的引用也可直接输入，multi-root 复用聚合 checkout 恢复
Git.CheckoutRevision,git4idea.actions.GitCheckoutRevisionAction,branch,检出提交 (detached HEAD),checkout_detached / smart_checkout_detached / force_checkout_detached,LogGraphView.swift: Checkout Revision -> checkoutFromLog (确认),completed,detached 检出按 Settings 的 Shelve/Stash 提供 Smart/Force/Cancel；恢复冲突保留对应记录并进入冲突工作台,tests/checkout.rs + tests/branch_workspace.rs::smart_checkout_detached_*,,
(GitCheckoutAsNewBranch),git4idea.actions.branch.GitCheckoutAsNewBranch,branch,远程分支检出为本地新分支,checkout_remote_branch / smart_checkout_remote_branch / force_checkout_remote_branch,RebasedDialogs.swift: RebasedBranchesPopover Checkout as Local Branch,completed,建本地跟踪分支按 Settings 的 Shelve/Stash 提供 Smart/Force/Cancel；恢复冲突保留对应记录并进入冲突工作台,tests/project_lifecycle.rs::checkout_remote_tracking_branch_creates_local_branch + tests/branch_workspace.rs::smart_checkout_remote_branch_*,,
(GitCheckoutWithRebaseAction),git4idea.actions.branch.GitCheckoutWithRebaseAction,branch,将选中本地分支检出并 rebase 到当前分支,rebase_branch_on_current / rebase_branch_on_current_with_policy,RebasedDialogs.swift + WorkspaceOperations.swift: Checkout with Rebase -> rebaseBranchOnCurrentWithPolicy（多 root 按 selected root 执行）,verified-partial,单 root 按 Settings 的 Shelve/Stash 保存 tracked/untracked/ignored 后执行 git rebase --autostash HEAD <branch>；目标分支成为 HEAD；冲突保留 system rebase 状态并进入 Continue/Skip/Abort 工作台；local branch 已存在且未 Reset 时复用该 branch，目标就是当前分支时 fail closed；remote Checkout with Rebase 在单 root 与 root-scoped multi-root 路径均先通过 New Branch 对话框创建或复用本地 branch，再 rebase 到当前分支；单 root、独立 multi-root root action 和 Rebase Current in Root 现在持久化 root-scoped seed，并提供可跨重启 Open Rebase Recovery action；多 root Checkout with Rebase 失败可在 Git Roots 面板按失败 root Retry,跨 root rollback/action surface 与完整 Undo 仍有差距,tests/branch_workspace.rs::rebase_branch_on_current_checks_out_and_rebases_selected_branch + ArborTests/CompareSelectionTests.swift::testRebaseRecoveryActionRequestRoundTripsBranchContext + testCheckoutWithRebaseReusesExistingBranchUnlessResetIsExplicit,已纠正为 IntelliJ 的“onto current”语义；多 root 当前分支的 Update with Rebase 与非当前分支 Checkout with Rebase 已区分
(GitOpenExistingWorkingTreeForLocalBranchAction),git4idea.actions.workingTree.GitOpenExistingWorkingTreeForLocalBranchAction,workingTrees,打开分支对应已有 worktree,worktree_list + GitRootBranchSnapshot.worktrees,RebasedDialogs.swift: Branches Popup / LogSidebar.swift: 单 root Log Branches dashboard / RebasedWorkspaceViews.swift: WorktreePanel 打开,completed,仅非当前本地分支存在 linked worktree 时显示 Open Worktree… 并在新窗口打开对应路径；multi-root Log dashboard 隐藏单仓库动作,worktree 已被删除/不可访问时新窗口显示仓库加载错误,tests/worktree.rs + tests/branch_workspace.rs::branch_snapshot_exposes_linked_worktree_for_open_worktree_action,已对齐 IntelliJ GitOpenExistingWorkingTreeForLocalBranchAction；local branch 按 root/branch 精确映射，remote branch 不显示该动作
Git.Rename.Local.Branch,git4idea.actions.branch.GitRenameBranchAction,branch,重命名本地分支,branch_rename,RebasedDialogs.swift: RebasedBranchesPopover 本地分支菜单 Rename… + MultiRootBranchesPopover 的 Rename in Repositories…,verified-partial,单 root 与多 root 均使用 Git 原生命令迁移 upstream/rebase/description 等 branch 配置并原子拒绝已存在目标；多 root 可选择受影响仓库、可在重命名后解除 upstream，部分成功可逐 root查看并显式 rollback,-,tests/branch_ops.rs::branch_rename_preserves_current_head_and_upstream_config + branch_rename_rejects_existing_destination,已补 IntelliJ 的跨 root repository picker、取消 upstream 选项和部分成功 rollback；SwiftUI 专测、通知 action surface 与更完整的恢复细节仍缺
(GitDeleteRefAction on local branch/tag),git4idea.actions.ref.GitDeleteRefAction,branch,删除本地分支/tag (确认),branch_delete / tag_delete,RebasedDialogs.swift: RebasedBranchesPopover 本地分支 Delete + MultiRootBranchesPopover 的 Delete in Repositories… + LogSidebar.swift 标签 Delete,verified-partial,单 root 保留未合并预览后确认并恢复；多 root 排除当前分支，按 IntelliJ 语义先安全删除、未合并时 force delete，逐 root 保存精确 tip/upstream；tag 支持多 root repository picker、精确 peeled target 恢复，恢复面板的 Delete on Remote 逐 remote 复用保存的 raw tag object id 做 lease-protected 删除，支持 Feedback Center 取消并保持已不存在幂等,批量 tag 的 SwiftUI 专测、通知 action surface 与更细的未合并提交跨 root 预览仍缺,tests/branch_ops.rs::branch_delete_requires_force_for_unmerged_tip + tests/branch_ops.rs::branch_delete_preview_captures_tip_unmerged_commits_and_base_branches + tests/tags.rs::tag_delete + tests/tags.rs::delete_remote_tag_is_lease_protected_and_idempotent + tests/tags.rs::delete_remote_tag_with_auth_lease_rejects_stale_listed_object,多 root 分支/tag 删除与恢复 UI 已接入
Git.FindMergedLocalBranches,git4idea.branch.FindMergedLocalBranchesAction,branch,列出已合并分支,branch_list_merged_into + git cherry patch-equivalence,RebasedBranchesPopover + MultiRootBranchesPopover + LogBranchesPanel -> FindMergedBranchesDialogView + FindMergedReportEditorView,verified-partial,独立 sheet 按目标本地分支和名称前缀只读计算；跳过不含目标分支的 root；结果按 Git root 分组，保留具体 root 错误；候选分支现在按 IntelliJ DeepComparator 的 git cherry 语义判断，已 cherry-pick 的等价补丁也算 merged；多 root 扫描按最多 5 个 root 有界并行，结果稳定按 root 顺序提交，批次边界协作式取消并保留已完成 root；target 分支在 engine/API 边界硬排除；Open Report 打开独立纯文本结果编辑器，支持选择/编辑/复制包含 root 列表/扫描统计/错误数/耗时的完整报告；结果持久化并由稳定 standard notification 提供跨重启可恢复的 Open Report semantic action；输入变化会使旧结果失效,-,tests/staging.rs::branch_list_merged_into_target_and_prefix + branch_list_merged_into_excludes_target_branch_with_empty_prefix + branch_list_merged_into_recognizes_patch_equivalent_cherry_pick + ArborTests/CompareSelectionTests.swift::testFindMergedReportKeepsRootErrorsAndStableRows + testFindMergedReportMarksCancelledScans + testFindMergedReportPersistsAndSemanticActionRoundTrips,仍缺 IntelliJ 的 index fast/reliable comparator、原生文本编辑器/通知历史与 UI automation
Git.Cleanup.Branches,git4idea.ui.branch.cleanup.CleanupBranchesAction,branch,按命名规则清理分支,branch_list_merged / branch_list_merged_into / branch_delete,LogSidebar.swift: LogBranchesPanel Cleanup… + RebasedDialogs.swift: BranchCleanupDialogView,verified-partial,项目级加载所有 Git root；按目标分支和名称前缀筛选；计算合并状态；多 root 合并状态按最多 5 个 root 有界并行且保持稳定 root 顺序；target 分支在 engine/API 边界硬排除；展示最后提交时间和独立跟踪分支列；逐项选择并批量删除,-,tests/staging.rs::branch_list_merged_into_target_and_prefix + branch_list_merged_into_excludes_target_branch_with_empty_prefix + branch_cleanup_delete_preserves_current_branch_guard + ArborTests/CompareSelectionTests.swift::testCleanupBranchesClipboardUsesIntellijTableColumnsAndOrder + ArborTests/CompareSelectionTests.swift::testCleanupBranchesCopyUsesTableRowsNotDeleteCheckboxSelection,复制 payload 已对齐当前表格行顺序及 branch/date/tracked 三列 tab-separated 格式；SwiftUI List 行选择与 Selected 列删除勾选已分离，Filter 会清理隐藏行选择并提供系统 Copy command；仍与 IntelliJ 原生 JTable/CopyProvider/DataContext 生命周期和 UI automation 有差异
Git.Checkout.Update,com.intellij.vcs.git.actions.branch.GitCheckoutWithUpdateAction,branch,检出后自动 update,switch_branch / smart_switch_branch / force_switch_branch + pull_remote_branch(rebase=false) / run_multi_root_checkout_and_update_with_policy,RebasedDialogs.swift: Checkout and Update,verified-partial,检出后按 configured upstream update；dirty checkout 按 Settings 选择 Smart/Force/Cancel；Shelve/Stash 均保留 staged/unstaged 边界并支持 root-scoped recovery；多 root 失败可按失败 root Retry；普通 checkout 部分成功后的 Rollback Successful Roots 保存精确 root target、previous state 与 checkout 后 expected branch/HEAD 并支持跨重启 semantic action；update 阶段部分成功现在也为成功且未跳过 root 提供 expected-HEAD guarded Rollback Successful Roots，失败 rollback 可只重试剩余 targets,checkout 阶段失败会补偿回滚并保留 update 已进入的 merge/rebase/Shelf/Stash 恢复状态；update-stage Retry Failed Checkout Roots 与 Rollback Successful Roots 现在以 Codable semantic action 保存 reference、失败/成功 root、detach、rebase 和 mode，并以稳定 notification ID 跨重启恢复,tests/pull.rs + tests/branch_workspace.rs + tests/multi_root.rs + ArborTests/CompareSelectionTests.swift::testMultiRootCheckoutRollbackRequestRoundTripsExactTargets + testFeedbackHistoryRestoresMultiRootCheckoutRollbackActionAcrossReload + testMultiRootCheckoutUpdateRetryActionRoundTripsCheckoutContext + testCompoundRetryNotificationIDsAvoidWorkingHistoryRows + multi_root_checkout_rollback_refuses_changed_post_checkout_head,与 IntelliJ checkoutAndUpdate 的 checkout→仅已切换 root update 顺序对齐；跨 root update 冲突仍非 atomic transaction，跨 root atomic rollback、联合 diff 和更广后续 action 编排仍缺
git.branches.show.recent,com.intellij.vcs.git.branch.popup.GitBranchesTreePopupShowRecentBranchesAction,branch,显示最近检出分支,reflog (数据已具备),RebasedDialogs.swift: RebasedBranchesPopover / MultiRootBranchesPopover RECENT,completed,reflog 去重后可直接 checkout,-,tests/reflog.rs,多 root snapshot 也按 root 读取 recent_branches
git.branches.group.by.directory,com.intellij.vcs.git.branch.popup.GitBranchesTreePopupGroupByDirectoryAction,branch,分支按目录分组,N/A,RebasedDialogs.swift: RebasedBranchesPopover / MultiRootBranchesPopover prefix tree + remote group actions + LogSidebar.swift: LogBranchesPanel groupByDirectory,verified-partial,Branches Popup 的 local/remote/recent/tag 现在按 branch prefix 展示层级，默认开启并按 project path 持久化；configured remote group（含无 tracking branch 的 remote）按 root 展示并支持 Edit/Remove/多选 Remove/Configure；目录节点支持展开/折叠且按 section/root/remote 隔离；Log 分支 dashboard 的 local/remote 也使用 prefix tree，并以独立 key 持久化折叠状态；搜索支持大小写/变音符号不敏感、分词候选、组件前缀和模糊子序列，最佳匹配、上下键/回车导航和折叠叶节点排除已接入；多 root Log 已按 rootPath 复用过滤/导航并在刷新时清理失效 root,仍未完全复用 IntelliJ 的全部 tree action-group/selection semantics，跨 root 写操作统一聚合与更多 UI automation 仍缺,ArborTests/HostingProviderTests.swift::GitBranchesPopupSettingsTests + BranchDirectoryTreeTests,分组、折叠、搜索匹配、remote group action 和键盘候选交互已补齐；完整 action group、跨 root 聚合状态仍缺
